site_num,bmp_type,landscape_position,region,soil_type_general,soil_texture_group,tillage_general,operation_type,calendar_year,treatment,soil_zone,rep,grid_year,ace,active_c,agg_stability,bulk_density,cec,k,mg,om,p,ph,pmn,slan,solvita
20,pretrial,Mid,Central,loam,Medium,reduced,crop,2020,2,B,2,20-2-B-2020,,604.1,62.7,1.294921734,22.11,150.66,110.23,4.7,33.35,7.76,2.59,84,60.3
20,pretrial,Mid,Central,loam,Medium,reduced,crop,2020,2,B,3,20-2-B-2020,,500.9,63.8,1.268452112,24.01,131.75,107.5,5,19.67,7.82,2.94,73.5,61.7
20,pretrial,Upper,Central,loam,Medium,reduced,crop,2020,2,C,1,20-2-C-2020,,503.5,58.7,1.400103649,24.11,146.96,94.45,4.3,29.6,7.8,2.03,31.5,57.6
20,pretrial,Upper,Central,loam,Medium,reduced,crop,2020,2,C,2,20-2-C-2020,,537.1,64.6,1.320694786,22.42,171.7,100.11,4.3,40.61,7.66,1.64,42,59
20,pretrial,Upper,Central,loam,Medium,reduced,crop,2020,2,C,3,20-2-C-2020,,537.3,61.9,1.289349182,23.43,154.34,99.85,4.1,24.29,7.75,1.05,42,62.9
20,pretrial,Lower,Central,loam,Medium,reduced,crop,2020,3,A,1,20-3-A-2020,,569.8,56.8,1.482995358,19.18,147.74,103.76,4.5,22.58,7.66,1.43,66.5,63.1
20,pretrial,Lower,Central,loam,Medium,reduced,crop,2020,3,A,2,20-3-A-2020,,566.4,55.6,1.241285922,19.36,141.3,99.81,4.5,26.05,7.63,2.06,84,57.6
20,pretrial,Lower,Central,loam,Medium,reduced,crop,2020,3,A,3,20-3-A-2020,,537.3,58.4,1.322784493,20.79,136.35,98.14,4.5,21.94,7.77,1.65,84,55
20,pretrial,Mid,Central,loam,Medium,reduced,crop,2020,3,B,1,20-3-B-2020,,634.5,67.4,1.142373127,17.45,104.47,95.56,4.7,14.66,7.64,2.53,87.5,61.7
20,pretrial,Mid,Central,loam,Medium,reduced,crop,2020,3,B,2,20-3-B-2020,,568,54.7,1.267058974,19.36,132.55,100.22,5,16.39,7.72,2.62,94.5,62.9
20,pretrial,Mid,Central,loam,Medium,reduced,crop,2020,3,B,3,20-3-B-2020,,566.2,66.2,1.361792356,20.53,113.11,94.29,4.7,19.35,7.76,3.15,87.5,63.1
20,pretrial,Upper,Central,loam,Medium,reduced,crop,2020,3,C,1,20-3-C-2020,,468.9,66.8,1.329053614,24.03,203.37,100.71,3.8,32.97,7.73,1.05,31.5,62.9
20,pretrial,Upper,Central,loam,Medium,reduced,crop,2020,3,C,2,20-3-C-2020,,433.2,52.7,1.402193356,23.94,186,98.03,3.8,38.12,7.75,1.31,31.5,57.4
20,pretrial,Upper,Central,loam,Medium,reduced,crop,2020,3,C,3,20-3-C-2020,,400.8,63.9,1.44747034,23.92,175.73,94.59,3.6,43.35,7.8,0.26,28,49.1
20,pretrial,Lower,Central,loam,Medium,reduced,crop,2020,4,A,1,20-4-A-2020,,468.4,60,1.40637277,26.16,129.39,103.47,4.3,23.97,7.86,1.15,42,56.2
20,pretrial,Lower,Central,loam,Medium,reduced,crop,2020,4,A,2,20-4-A-2020,,566.2,74.2,1.528272342,23.47,125.62,98.4,4.3,19.59,7.85,2.16,63,58.7
20,pretrial,Lower,Central,loam,Medium,reduced,crop,2020,4,A,3,20-4-A-2020,,538.6,57.6,1.422393857,24.58,124.05,96.79,4.3,20.4,7.83,1.84,24.5,64.5
20,pretrial,Mid,Central,loam,Medium,reduced,crop,2020,4,B,1,20-4-B-2020,,567.1,66.9,1.267058974,22.03,113.02,94.52,4.3,24.06,7.8,2.78,35,66.3
20,pretrial,Mid,Central,loam,Medium,reduced,crop,2020,4,B,2,20-4-B-2020,,574.4,59.7,1.370847752,22.59,123.92,97.03,4.7,18.95,7.81,1.58,31.5,51.7
20,pretrial,Mid,Central,loam,Medium,reduced,crop,2020,4,B,3,20-4-B-2020,,567.8,62.6,1.25661044,21.14,108.5,91.89,4.1,16.91,7.87,2.7,35,57.6
20,pretrial,Upper,Central,loam,Medium,reduced,crop,2020,4,C,1,20-4-C-2020,,539,55.7,1.197402076,14.97,106.83,79.11,4.1,26.95,7.71,1.29,31.5,55
20,pretrial,Upper,Central,loam,Medium,reduced,crop,2020,4,C,2,20-4-C-2020,,566.4,50.6,1.343681562,15.25,120.82,85.35,4.1,27.66,7.61,1.18,77,62.9
20,pretrial,Upper,Central,loam,Medium,reduced,crop,2020,4,C,3,20-4-C-2020,,514.7,57.6,1.416124736,18.11,101.66,76.87,3.2,21.48,7.56,1.86,42,53.4
21,pretrial,Mid,Eastern,silty clay loam,Fine,no-till,crop,2020,1,A,1,21-1-A-2020,,482.1,63,1.196008938,16.43,173.13,543.07,4,12.96,6.91,26.26,63,76.1
21,pretrial,Mid,Eastern,silty clay loam,Fine,no-till,crop,2020,1,A,2,21-1-A-2020,,445.7,58.1,1.251037888,16.63,179.29,577.98,4,13.14,6.63,17.68,77,72.9
21,pretrial,Mid,Eastern,silty clay loam,Fine,no-till,crop,2020,1,A,3,21-1-A-2020,,482.7,55.6,1.143069696,16.98,190.08,380.65,4,16.42,7.26,19.36,77,72.8
21,pretrial,Lower,Eastern,silty clay loam,Fine,no-till,crop,2020,1,B,1,21-1-B-2020,,1234.2,58.6,0.851207293,42.19,139.27,752.69,30.2,12.99,6.53,46.06,511,79
21,pretrial,Lower,Eastern,silty clay loam,Fine,no-till,crop,2020,1,B,2,21-1-B-2020,,1342.2,77.3,0.588600788,40.91,140.09,749.14,31.4,14.2,6.43,42.13,532,81.4
21,pretrial,Lower,Eastern,silty clay loam,Fine,no-till,crop,2020,1,B,3,21-1-B-2020,,1341.7,70.9,0.550986063,41.71,150.81,782.25,26.6,13.86,6.41,44.23,539,80.2
21,pretrial,Upper,Eastern,silty clay loam,Fine,no-till,crop,2020,1,C,1,21-1-C-2020,,375.2,62.6,1.18834668,16.69,212.7,636.22,4.1,10.08,6.46,14.55,24.5,66.3
21,pretrial,Upper,Eastern,silty clay loam,Fine,no-till,crop,2020,1,C,2,21-1-C-2020,,250,58.9,1.016990711,15.24,206.76,572.63,2.8,15.46,6.38,9.63,28,63.1
21,pretrial,Upper,Eastern,silty clay loam,Fine,no-till,crop,2020,1,C,3,21-1-C-2020,,160,60.8,1.138890282,14.49,215.6,534.64,3.4,13.86,6.13,19.6,28,70.2
21,pretrial,Mid,Eastern,silty clay loam,Fine,no-till,crop,2020,2,A,1,21-2-A-2020,,562,72.4,1.131228023,19.43,220.29,421.48,6.1,16.26,6.41,14.86,105,68.6
21,pretrial,Mid,Eastern,silty clay loam,Fine,no-till,crop,2020,2,A,2,21-2-A-2020,,596,70.1,1.054605435,18.73,193.12,428.07,6.2,21.22,6.56,18.05,126,75.9
21,pretrial,Mid,Eastern,silty clay loam,Fine,no-till,crop,2020,2,A,3,21-2-A-2020,,527,66.2,1.046246608,19.13,221.77,455.29,5.1,17.23,6.63,8.18,105,81.6
21,pretrial,Lower,Eastern,silty clay loam,Fine,no-till,crop,2020,2,B,1,21-2-B-2020,,1254,78.4,0.711893497,47.04,97.66,707.92,43.9,11.04,6.46,28.74,812,79.9
21,pretrial,Lower,Eastern,silty clay loam,Fine,no-till,crop,2020,2,B,2,21-2-B-2020,,1357,79.4,0.520337028,45.78,130.17,695.42,29.2,12.85,6.37,40.84,840,94.2
21,pretrial,Lower,Eastern,silty clay loam,Fine,no-till,crop,2020,2,B,3,21-2-B-2020,,1357,80.1,0.645022875,46.28,126.91,677.68,44.3,14.25,6.35,40.95,826,79.4
21,pretrial,Upper,Eastern,silty clay loam,Fine,no-till,crop,2020,2,C,1,21-2-C-2020,,475,53.4,1.157697644,13.07,150.88,329.1,5.1,15.21,6.76,18.62,56,77.3
21,pretrial,Upper,Eastern,silty clay loam,Fine,no-till,crop,2020,2,C,2,21-2-C-2020,,387,59.3,1.28377663,14.51,183.15,357.67,3.6,12.24,6.86,17.86,45.5,67.4
21,pretrial,Upper,Eastern,silty clay loam,Fine,no-till,crop,2020,2,C,3,21-2-C-2020,,319,59.4,1.369454614,13.6,154.01,380.23,3.6,13.42,6.68,11.18,35,67.4
21,pretrial,Mid,Eastern,silty clay loam,Fine,no-till,crop,2020,3,A,1,21-3-A-2020,,422,71.3,0.848421017,21.15,265.77,525.67,5.3,19.83,6.94,25.3,59.5,73.1
21,pretrial,Mid,Eastern,silty clay loam,Fine,no-till,crop,2020,3,A,2,21-3-A-2020,,457,72.7,0.913898502,19.17,215.25,441.21,5.5,10.91,6.35,18.55,98,67.4
21,pretrial,Mid,Eastern,silty clay loam,Fine,no-till,crop,2020,3,A,3,21-3-A-2020,,527,61,0.926436743,19.28,202.71,449,5.3,8.85,6.86,14.5,91,70.2
21,pretrial,Lower,Eastern,silty clay loam,Fine,no-till,crop,2020,3,B,1,21-3-B-2020,,1080,76.6,0.61437384,49.77,133.36,780.81,40.2,14.55,6.58,40.53,588,76.1
21,pretrial,Lower,Eastern,silty clay loam,Fine,no-till,crop,2020,3,B,2,21-3-B-2020,,1219,78.7,0.509888493,45.48,99.66,699.83,42.9,12.44,6.54,39.82,651,74.5
21,pretrial,Lower,Eastern,silty clay loam,Fine,no-till,crop,2020,3,B,3,21-3-B-2020,,1356,77.8,0.519640459,49.1,93.82,719.27,42.6,11.86,6.6,28.45,742,77.3
21,pretrial,Upper,Eastern,silty clay loam,Fine,no-till,crop,2020,3,C,1,21-3-C-2020,,492,62,0.886035742,13.04,182.77,317.35,5.7,15.07,6.61,16.44,42,72.8
21,pretrial,Upper,Eastern,silty clay loam,Fine,no-till,crop,2020,3,C,2,21-3-C-2020,,402,56.8,1.175808438,11.54,168.53,308.35,3.8,10.69,6.65,12.83,56,66.3
21,pretrial,Upper,Eastern,silty clay loam,Fine,no-till,crop,2020,3,C,3,21-3-C-2020,,345,60.1,1.288652613,11.84,152.94,332.01,3.8,9.69,6.48,11.49,49,66
21,pretrial,Mid,Eastern,silty clay loam,Fine,no-till,crop,2020,4,A,1,21-4-A-2020,,748,81,0.810109724,25.05,224.45,456.73,7.8,19.47,6.31,19.37,196,72.9
21,pretrial,Mid,Eastern,silty clay loam,Fine,no-till,crop,2020,4,A,2,21-4-A-2020,,690,75.2,0.890215156,24.86,192.45,439.39,7.4,16.65,6.38,13.67,175,64.5
21,pretrial,Mid,Eastern,silty clay loam,Fine,no-till,crop,2020,4,A,3,21-4-A-2020,,758,81.2,0.78503324,26.61,172.44,436.51,11.5,18.03,6.31,19.97,238,72.8
21,pretrial,Lower,Eastern,silty clay loam,Fine,no-till,crop,2020,4,B,1,21-4-B-2020,,1148,61.8,0.537054683,34.45,176.38,590.06,22.7,15.47,6.45,33.39,476,75.7
21,pretrial,Lower,Eastern,silty clay loam,Fine,no-till,crop,2020,4,B,2,21-4-B-2020,,1323,68,0.61437384,39.36,138.16,623.96,34.1,14.93,7.17,36.06,602,77.4
21,pretrial,Lower,Eastern,silty clay loam,Fine,no-till,crop,2020,4,B,3,21-4-B-2020,,1381,73.8,0.608801288,40.67,121.64,613.65,34.8,14.96,6.88,30.79,742,77.3
21,pretrial,Upper,Eastern,silty clay loam,Fine,no-till,crop,2020,4,C,1,21-4-C-2020,,288,53.5,1.121476058,12.47,155.87,275.66,3.4,12.81,6.04,12.04,56,60.5
21,pretrial,Upper,Eastern,silty clay loam,Fine,no-till,crop,2020,4,C,2,21-4-C-2020,,345,54.3,1.191829524,12.55,162.78,294.61,3.4,16.04,6.06,16.71,49,68.6
21,pretrial,Upper,Eastern,silty clay loam,Fine,no-till,crop,2020,4,C,3,21-4-C-2020,,288,53.5,1.012114728,12.56,169.45,275.64,3.2,14.72,5.96,6.3,35,63.3
22,pretrial,Upper,Eastern,silt loam,Medium,reduced,crop,2020,1,A,1,22-1-A-2020,,653.7,64.8,1.088040746,20.19,137.14,191.24,5,17.75,7.23,9.48,178.5,76.1
22,pretrial,Upper,Eastern,silt loam,Medium,reduced,crop,2020,1,A,2,22-1-A-2020,,647.5,57,1.087344178,19.39,120.08,178.63,5,13.34,7.22,13.11,154,77.4
22,pretrial,Upper,Eastern,silt loam,Medium,reduced,crop,2020,1,A,3,22-1-A-2020,,651.6,64.8,0.948726951,19.18,124.48,204.51,5,12.82,7.02,9.98,168,75.7
22,pretrial,Mid,Eastern,silt loam,Medium,reduced,crop,2020,1,B,1,22-1-B-2020,,420.1,61.1,1.309549682,17.47,132.49,116.85,4,15.74,5.91,9.91,133,63.1
22,pretrial,Mid,Eastern,silt loam,Medium,reduced,crop,2020,1,B,2,22-1-B-2020,,535.7,51.9,1.109634385,14.8,133.76,90.07,3.8,16.85,5.92,17.84,112,72.9
22,pretrial,Mid,Eastern,silt loam,Medium,reduced,crop,2020,1,B,3,22-1-B-2020,,899.8,65.8,1.087344178,18.89,161.02,112.46,4.2,25.26,5.65,20.28,161,71.6
22,pretrial,Lower,Eastern,silt loam,Medium,reduced,crop,2020,1,C,1,22-1-C-2020,,527.5,50.7,1.159090782,15.44,112.97,144.12,3.2,18.62,7.36,4.86,52.5,72.9
22,pretrial,Lower,Eastern,silt loam,Medium,reduced,crop,2020,1,C,2,22-1-C-2020,,477.4,17.8,1.170932455,12.69,117.03,135.89,3.4,11,7.15,5.58,59.5,75.7
22,pretrial,Lower,Eastern,silt loam,Medium,reduced,crop,2020,1,C,3,22-1-C-2020,,420.6,45.1,1.327660476,14.02,90.51,123.19,3.1,18.75,7.54,3.96,45.5,71.6
22,pretrial,Upper,Eastern,silt loam,Medium,reduced,crop,2020,2,A,1,22-2-A-2020,,630.6,64,1.104758402,19.09,125.6,195.91,4.8,8.94,7.46,8.79,143.5,72.9
22,pretrial,Upper,Eastern,silt loam,Medium,reduced,crop,2020,2,A,2,22-2-A-2020,,693.8,61.9,0.941064692,18.65,122.67,190.9,5,9.52,7.32,8.11,154,74.5
22,pretrial,Upper,Eastern,silt loam,Medium,reduced,crop,2020,2,A,3,22-2-A-2020,,690,61.8,1.200188352,17.92,120.08,187.7,5.2,8.42,7.27,8.35,154,75.9
22,pretrial,Mid,Eastern,silt loam,Medium,reduced,crop,2020,2,B,1,22-2-B-2020,,634.5,79.5,0.964051468,11.97,122.39,116.63,4.8,19.54,6.17,15.56,154,73.3
22,pretrial,Mid,Eastern,silt loam,Medium,reduced,crop,2020,2,B,2,22-2-B-2020,,530,66.9,1.212726594,12.23,125.45,145.65,4,11.23,6.27,15,136.5,74.5
22,pretrial,Mid,Eastern,silt loam,Medium,reduced,crop,2020,2,B,3,22-2-B-2020,,421.4,66.3,1.196705507,18.01,148.38,121.25,4,17.62,5.89,13.16,143.5,68.8
22,pretrial,Lower,Eastern,silt loam,Medium,reduced,crop,2020,2,C,1,22-2-C-2020,,421.6,56.6,1.131228023,13.63,108.24,132.43,3.1,9.97,7.43,3.74,45.5,68.6
22,pretrial,Lower,Eastern,silt loam,Medium,reduced,crop,2020,2,C,2,22-2-C-2020,,525.4,52.6,1.154911369,11.82,112.75,115.26,3.4,14.03,7.29,6.86,63,75.9
22,pretrial,Lower,Eastern,silt loam,Medium,reduced,crop,2020,2,C,3,22-2-C-2020,,537.8,59.9,1.033708366,12.05,101.99,108.29,3.2,9.96,7.46,13.1,56,72.8
22,pretrial,Upper,Eastern,silt loam,Medium,reduced,crop,2020,3,A,1,22-3-A-2020,,648.2,68.7,0.849814155,18.74,160.06,211.11,4.6,8.08,6.76,9.78,157.5,75.7
22,pretrial,Upper,Eastern,silt loam,Medium,reduced,crop,2020,3,A,2,22-3-A-2020,,311.2,66.9,0.878373484,19.84,170.63,184.75,5,11.08,7.25,10.32,136.5,66.3
22,pretrial,Upper,Eastern,silt loam,Medium,reduced,crop,2020,3,A,3,22-3-A-2020,,382.8,63.9,1.308156544,21.31,171.61,191.06,5.2,15.48,7.3,13.51,143.5,70.2
22,pretrial,Mid,Eastern,silt loam,Medium,reduced,crop,2020,3,B,1,22-3-B-2020,,417.6,62.2,1.026046107,17.78,127.14,205.15,3.4,11.31,5.63,17.29,105,59.8
22,pretrial,Mid,Eastern,silt loam,Medium,reduced,crop,2020,3,B,2,22-3-B-2020,,382.4,62.5,1.391744822,17.38,127.25,171.35,3.6,17.28,5.29,20.9,129.5,63.1
22,pretrial,Mid,Eastern,silt loam,Medium,reduced,crop,2020,3,B,3,22-3-B-2020,,419.1,61.9,1.088737315,16.66,96.45,182.93,3.4,13.53,5.55,17.08,52.5,62.9
22,pretrial,Lower,Eastern,silt loam,Medium,reduced,crop,2020,3,C,1,22-3-C-2020,,450.8,53.3,1.062964263,12.96,114.52,139.07,3.4,9.69,7.22,5.37,105,66.3
22,pretrial,Lower,Eastern,silt loam,Medium,reduced,crop,2020,3,C,2,22-3-C-2020,,477.2,48.6,1.169539317,11.93,99.33,131.63,3.6,9.95,7.18,6.55,56,70.4
22,pretrial,Lower,Eastern,silt loam,Medium,reduced,crop,2020,3,C,3,22-3-C-2020,,450.4,53.8,1.159787351,12.05,103.21,133.17,3.1,11.14,7.22,4.31,52.5,63.1
22,pretrial,Upper,Eastern,silt loam,Medium,reduced,crop,2020,4,A,1,22-4-A-2020,,671.3,67.5,1.099882419,18.72,142.78,220.52,4.8,14.89,7.15,6.95,63,88.5
22,pretrial,Upper,Eastern,silt loam,Medium,reduced,crop,2020,4,A,2,22-4-A-2020,,610.2,62.7,1.218995715,19.13,171.97,208.76,4.4,7.27,7.36,7.6,147,72.8
22,pretrial,Upper,Eastern,silt loam,Medium,reduced,crop,2020,4,A,3,22-4-A-2020,,747.9,63.4,0.744632239,19.77,162.73,204.14,5.2,11.57,7.34,7.63,119,72.9
22,pretrial,Mid,Eastern,silt loam,Medium,reduced,crop,2020,4,B,1,22-4-B-2020,,411.9,63.1,1.135407437,12.21,109.19,201.5,3.1,9.99,6.28,13.4,136.5,66
22,pretrial,Mid,Eastern,silt loam,Medium,reduced,crop,2020,4,B,2,22-4-B-2020,,451.3,69.3,1.143766265,13.92,143.22,197.34,3.2,12.53,5.86,12.41,91,68.8
22,pretrial,Mid,Eastern,silt loam,Medium,reduced,crop,2020,4,B,3,22-4-B-2020,,420.2,55.4,0.656864548,13.15,108.05,189.71,3.1,10.54,5.99,15.69,87.5,52.1
22,pretrial,Lower,Eastern,silt loam,Medium,reduced,crop,2020,4,C,1,22-4-C-2020,,519.8,47.3,0.993307365,12.99,123.68,127.92,3.2,16.28,7.19,4.79,63,65.8
22,pretrial,Lower,Eastern,silt loam,Medium,reduced,crop,2020,4,C,2,22-4-C-2020,,452.6,55.4,1.150035386,15.83,109.9,136.59,3.1,10.08,7.44,5.16,45.5,62.9
22,pretrial,Lower,Eastern,silt loam,Medium,reduced,crop,2020,4,C,3,22-4-C-2020,,485.7,54,1.23571337,13.77,175.32,135.1,2.9,14.81,7.53,3.46,35,68.6
23,pretrial,Lower,Eastern,clay loam,Fine,reduced,livestock,2020,1,A,1,23-1-A-2020,,1117,62.4,1.234320232,25.7,264.59,155.24,6.5,10.58,7.6,1.16,101.5,57.6
23,pretrial,Lower,Eastern,clay loam,Fine,reduced,livestock,2020,1,A,2,23-1-A-2020,,629,60.7,1.053908866,26.76,258.97,147.93,6.3,12.61,7.5,1.27,108.5,49.3
23,pretrial,Lower,Eastern,clay loam,Fine,reduced,livestock,2020,1,A,3,23-1-A-2020,,664,61.7,1.29074232,26.78,262.04,147.74,5.9,8.43,7.5,1.27,94.5,54.6
23,pretrial,Upper,Eastern,clay loam,Fine,reduced,livestock,2020,1,B,1,23-1-B-2020,,559,55.3,1.324177631,18.36,206.27,127.32,4.7,9.05,7.18,0.54,63,49.3
23,pretrial,Upper,Eastern,clay loam,Fine,reduced,livestock,2020,1,B,2,23-1-B-2020,,594,57.5,1.253824164,17.93,192.24,123.46,5,6.39,7.25,1.09,59.5,59
23,pretrial,Upper,Eastern,clay loam,Fine,reduced,livestock,2020,1,B,3,23-1-B-2020,,524,57.8,1.199491783,22.05,234.28,134.91,5.9,14.42,7.26,0.2,87.5,53.2
23,pretrial,Mid,Eastern,clay loam,Fine,reduced,livestock,2020,1,C,1,23-1-C-2020,,560,55,1.183470697,25.16,290.01,220.89,6.5,22.87,6.97,3.34,94.5,53.4
23,pretrial,Mid,Eastern,clay loam,Fine,reduced,livestock,2020,1,C,2,23-1-C-2020,,420,54.8,1.084557902,21.63,300.16,236.05,5.9,16.08,6.67,2.86,84,26.5
23,pretrial,Mid,Eastern,clay loam,Fine,reduced,livestock,2020,1,C,3,23-1-C-2020,,454,54.6,1.198098645,25.83,293.44,227.64,6.1,12.89,7.08,3.11,87.5,54.6
23,pretrial,Lower,Eastern,clay loam,Fine,reduced,livestock,2020,2,A,1,23-2-A-2020,,593,62.4,1.010025021,34.27,289.01,144.43,6.8,13.52,7.69,1.96,84,54.6
23,pretrial,Lower,Eastern,clay loam,Fine,reduced,livestock,2020,2,A,2,23-2-A-2020,,628,59.2,1.049032884,32.62,297.24,143.5,7,19.68,7.64,2.77,98,54.6
23,pretrial,Lower,Eastern,clay loam,Fine,reduced,livestock,2020,2,A,3,23-2-A-2020,,699,59.5,1.028135814,35.27,289.9,138.6,7.2,16.13,7.66,1.74,119,64.5
23,pretrial,Upper,Eastern,clay loam,Fine,reduced,livestock,2020,2,B,1,23-2-B-2020,,699,55.1,1.325570769,36.67,283.97,111.29,7,19.79,7.78,2.05,94.5,56.2
23,pretrial,Upper,Eastern,clay loam,Fine,reduced,livestock,2020,2,B,2,23-2-B-2020,,663,57.6,1.109634385,37.56,287.24,111.34,7.2,47.95,7.83,2.39,94.5,48.9
23,pretrial,Upper,Eastern,clay loam,Fine,reduced,livestock,2020,2,B,3,23-2-B-2020,,734,57.4,1.156304507,37.52,251.05,109.49,7.2,18.93,7.82,0.92,87.5,51.7
23,pretrial,Mid,Eastern,clay loam,Fine,reduced,livestock,2020,2,C,1,23-2-C-2020,,1186,55.5,1.128441747,38.44,305.63,126.47,7.4,29.01,7.82,2.64,112,48.9
23,pretrial,Mid,Eastern,clay loam,Fine,reduced,livestock,2020,2,C,2,23-2-C-2020,,804,56,1.037191211,38.63,282.79,116.76,7.2,19.84,7.8,3.55,101.5,54.6
23,pretrial,Mid,Eastern,clay loam,Fine,reduced,livestock,2020,2,C,3,23-2-C-2020,,768,57.9,1.131924592,38.12,298.22,118.58,7,20.93,7.78,2.71,119,49.1
23,pretrial,Lower,Eastern,clay loam,Fine,reduced,livestock,2020,3,A,1,23-3-A-2020,,606.5,50.7,1.241982491,36.13,351.31,210.95,4.7,23.76,7.51,2.27,87.5,45.1
23,pretrial,Lower,Eastern,clay loam,Fine,reduced,livestock,2020,3,A,2,23-3-A-2020,,557.5,58.1,1.118689782,33.27,314.72,198.76,4.3,16.49,7.7,2.33,94.5,44.8
23,pretrial,Lower,Eastern,clay loam,Fine,reduced,livestock,2020,3,A,3,23-3-A-2020,,566.8,50.8,1.095006436,36.31,322.19,209.41,4.5,12.49,7.67,1.72,87.5,47.6
23,pretrial,Upper,Eastern,clay loam,Fine,reduced,livestock,2020,3,B,1,23-3-B-2020,,561.2,57.3,1.207154042,28.39,320.36,163.62,3.8,14.67,7.56,2.08,91,49.3
23,pretrial,Upper,Eastern,clay loam,Fine,reduced,livestock,2020,3,B,2,23-3-B-2020,,558.6,56,1.11311723,29.39,303.92,168.8,3.8,12.06,7.52,2.23,63,46.4
23,pretrial,Upper,Eastern,clay loam,Fine,reduced,livestock,2020,3,B,3,23-3-B-2020,,552.9,61,1.225264836,27.37,292.74,164.19,3.6,11.75,7.56,1.57,73.5,40.5
23,pretrial,Mid,Eastern,clay loam,Fine,reduced,livestock,2020,3,C,1,23-3-C-2020,,450.7,60.2,1.157697644,22.77,300,172.48,3.6,17.76,7.14,1.51,80.5,57.6
23,pretrial,Mid,Eastern,clay loam,Fine,reduced,livestock,2020,3,C,2,23-3-C-2020,,451.8,53.2,1.27681094,23.88,300.88,169.13,3.4,12.02,7.3,2.72,84,52.1
23,pretrial,Mid,Eastern,clay loam,Fine,reduced,livestock,2020,3,C,3,23-3-C-2020,,406.5,55.5,1.186256973,23.75,339.66,172.14,3.6,13.38,7.36,2.02,66.5,58.7
23,pretrial,Lower,Eastern,clay loam,Fine,reduced,livestock,2020,4,A,1,23-4-A-2020,,502.1,52.2,1.168842748,35.01,342.38,161.79,4.5,20.61,7.65,1.25,80.5,44.6
23,pretrial,Lower,Eastern,clay loam,Fine,reduced,livestock,2020,4,A,2,23-4-A-2020,,559.9,58.4,1.076199074,34.06,304.46,153.72,4.5,18.34,7.71,2.08,84,45
23,pretrial,Lower,Eastern,clay loam,Fine,reduced,livestock,2020,4,A,3,23-4-A-2020,,559.7,56.1,1.172325593,36.21,323.71,161.74,5,17.07,7.74,1.75,87.5,44.8
23,pretrial,Upper,Eastern,clay loam,Fine,reduced,livestock,2020,4,B,1,23-4-B-2020,,604.9,54.9,1.189043249,32.78,234.31,126.36,4.5,13.69,7.8,0.62,84,35
23,pretrial,Upper,Eastern,clay loam,Fine,reduced,livestock,2020,4,B,2,23-4-B-2020,,563,59.1,0.994700503,32.24,247.14,124.52,4.5,13.15,7.77,0.8,108.5,47.7
23,pretrial,Upper,Eastern,clay loam,Fine,reduced,livestock,2020,4,B,3,23-4-B-2020,,615.6,51.9,1.286562906,30.98,252.09,118.95,4.5,10.97,7.7,1.08,101.5,37.7
23,pretrial,Mid,Eastern,clay loam,Fine,reduced,livestock,2020,4,C,1,23-4-C-2020,,619.1,64.3,1.305370268,28.33,259.88,122.05,4.7,14.77,7.65,0.33,73.5,54.6
23,pretrial,Mid,Eastern,clay loam,Fine,reduced,livestock,2020,4,C,2,23-4-C-2020,,599.2,59.4,1.163270196,28.51,231,113.01,4.3,12.41,7.72,1.12,91,37.7
23,pretrial,Mid,Eastern,clay loam,Fine,reduced,livestock,2020,4,C,3,23-4-C-2020,,663,58,1.078288781,29.01,235.48,115.33,4.5,14.2,7.69,0.64,112,52.1
24,pretrial,Lower,Eastern,loam,Medium,reduced,livestock,2020,1,A,1,24-1-A-2020,,892.4,64.3,0.930616157,18.65,232.28,232.04,6.5,33.68,6.23,21.33,231,71.6
24,pretrial,Lower,Eastern,loam,Medium,reduced,livestock,2020,1,A,2,24-1-A-2020,,822.7,67,0.950120088,24.4,296.24,237.04,7.1,64.64,6.07,23.32,224,75.7
24,pretrial,Lower,Eastern,loam,Medium,reduced,livestock,2020,1,A,3,24-1-A-2020,,860,71.3,0.906236243,24.38,250.67,235.04,7.1,38.19,5.91,20.12,248.5,77.5
24,pretrial,Mid,Eastern,loam,Medium,reduced,livestock,2020,1,B,1,24-1-B-2020,,822.7,66.7,0.876283777,19.83,163.6,256.96,6.3,16.24,6.27,13.03,217,77.4
24,pretrial,Mid,Eastern,loam,Medium,reduced,livestock,2020,1,B,2,24-1-B-2020,,720,63,0.968927451,18.01,144.55,220.82,5.5,19.11,6.33,11.99,199.5,72.8
24,pretrial,Mid,Eastern,loam,Medium,reduced,livestock,2020,1,B,3,24-1-B-2020,,789.5,64.3,1.05808828,17.18,188.24,232.51,6.3,26.63,6.11,19.56,213.5,78.7
24,pretrial,Upper,Eastern,loam,Medium,reduced,livestock,2020,1,C,1,24-1-C-2020,,265.7,76,0.963354899,14.91,140.2,63.42,3.2,62.07,4.96,14.42,105,48.9
24,pretrial,Upper,Eastern,loam,Medium,reduced,livestock,2020,1,C,2,24-1-C-2020,,265.9,62.6,1.098489281,13.13,139.4,60.88,2.7,55.17,4.87,14.72,101.5,56.2
24,pretrial,Upper,Eastern,loam,Medium,reduced,livestock,2020,1,C,3,24-1-C-2020,,265.9,67.2,1.079681919,11.89,121.26,61.67,2.7,40.74,4.91,11.84,91,55.8
24,pretrial,Lower,Eastern,loam,Medium,reduced,livestock,2020,2,A,1,24-2-A-2020,,685.1,65.9,0.856083276,23.96,277.6,221.82,6.3,32.91,5.74,24.06,217,72.9
