site_num,bmp_type,landscape_position,region,soil_type_general,soil_texture_group,tillage_general,operation_type,calendar_year,treatment,soil_zone,rep,grid_year,ace,active_c,agg_stability,bulk_density,cec,k,mg,om,p,ph,pmn,slan,solvita
7,cover crop,Mid,Lake Erie East,silty clay loam,Fine,reduced,crop,2021,2,B,3,7-2-B-2021,,787.6,,1.317211941,,,,4.1,,,,77,70.2
7,cover crop,Upper,Lake Erie East,silty clay loam,Fine,reduced,crop,2021,2,C,1,7-2-C-2021,,786.7,,1.378510011,,,,3.5,,,,63,70.4
7,cover crop,Upper,Lake Erie East,silty clay loam,Fine,reduced,crop,2021,2,C,2,7-2-C-2021,,640.6,,1.334626165,,,,3.4,,,,66.5,59.2
7,cover crop,Upper,Lake Erie East,silty clay loam,Fine,reduced,crop,2021,2,C,3,7-2-C-2021,,711.5,,1.308156544,,,,3.5,,,,73.5,72.9
7,control,Lower,Lake Erie East,silty clay loam,Fine,reduced,crop,2021,3,A,1,7-3-A-2021,,495.5,,1.306763406,,,,4.1,,,,115.5,61.7
7,control,Lower,Lake Erie East,silty clay loam,Fine,reduced,crop,2021,3,A,2,7-3-A-2021,,502.6,,1.305370268,,,,3.9,,,,84,64.7
7,control,Lower,Lake Erie East,silty clay loam,Fine,reduced,crop,2021,3,A,3,7-3-A-2021,,492.8,,1.225961405,,,,4.1,,,,91,63.3
7,control,Mid,Lake Erie East,silty clay loam,Fine,reduced,crop,2021,3,B,1,7-3-B-2021,,422.5,,1.245465336,,,,3.5,,,,52.5,59.2
7,control,Mid,Lake Erie East,silty clay loam,Fine,reduced,crop,2021,3,B,2,7-3-B-2021,,359.1,,1.409855615,,,,3.5,,,,35,54.6
7,control,Mid,Lake Erie East,silty clay loam,Fine,reduced,crop,2021,3,B,3,7-3-B-2021,,423,,1.35900608,,,,3.5,,,,56,63.1
7,control,Upper,Lake Erie East,silty clay loam,Fine,reduced,crop,2021,3,C,1,7-3-C-2021,,354.5,,1.323481062,,,,2.8,,,,57.75,53.4
7,control,Upper,Lake Erie East,silty clay loam,Fine,reduced,crop,2021,3,C,2,7-3-C-2021,,422,,1.237106508,,,,3,,,,35,53.2
7,control,Upper,Lake Erie East,silty clay loam,Fine,reduced,crop,2021,3,C,3,7-3-C-2021,,355.2,,1.341591855,,,,3,,,,56,53.2
7,cover crop,Lower,Lake Erie East,silty clay loam,Fine,reduced,crop,2021,4,A,1,7-4-A-2021,,430.1,,1.394531098,,,,3.2,,,,42,63.1
7,cover crop,Lower,Lake Erie East,silty clay loam,Fine,reduced,crop,2021,4,A,2,7-4-A-2021,,417.8,,1.395227667,,,,3.2,,,,56,57.4
7,cover crop,Lower,Lake Erie East,silty clay loam,Fine,reduced,crop,2021,4,A,3,7-4-A-2021,,352.7,,1.364578631,,,,3,,,,66.5,57.6
7,cover crop,Mid,Lake Erie East,silty clay loam,Fine,reduced,crop,2021,4,B,1,7-4-B-2021,,426,,1.421697288,,,,2.8,,,,59.5,62.9
7,cover crop,Mid,Lake Erie East,silty clay loam,Fine,reduced,crop,2021,4,B,2,7-4-B-2021,,351.4,,1.403586494,,,,3.2,,,,49,60.3
7,cover crop,Mid,Lake Erie East,silty clay loam,Fine,reduced,crop,2021,4,B,3,7-4-B-2021,,358.4,,1.370151183,,,,3.4,,,,49,62.9
7,cover crop,Upper,Lake Erie East,silty clay loam,Fine,reduced,crop,2021,4,C,1,7-4-C-2021,,355.5,,1.33114332,,,,3,,,,80.5,61.7
7,cover crop,Upper,Lake Erie East,silty clay loam,Fine,reduced,crop,2021,4,C,2,7-4-C-2021,,359.3,,1.33114332,,,,3.2,,,,57.75,52.1
7,cover crop,Upper,Lake Erie East,silty clay loam,Fine,reduced,crop,2021,4,C,3,7-4-C-2021,,493,,1.401496787,,,,3,,,,42,58.7
8,cover crop,Upper,Lake Erie East,silty clay loam,Fine,no-till,crop,2021,1,A,1,8-1-A-2021,,496.8,,1.0239564,,,,3.8,,,,84,58.7
8,cover crop,Upper,Lake Erie East,silty clay loam,Fine,no-till,crop,2021,1,A,2,8-1-A-2021,,559.2,,1.067840246,,,,3,,,,94.5,61.7
8,cover crop,Upper,Lake Erie East,silty clay loam,Fine,no-till,crop,2021,1,A,3,8-1-A-2021,,568.9,,1.113813799,,,,2.8,,,,80.5,61.7
8,cover crop,Mid,Lake Erie East,silty clay loam,Fine,no-till,crop,2021,1,B,1,8-1-B-2021,,573.2,,1.198098645,,,,3,,,,77,59.2
8,cover crop,Mid,Lake Erie East,silty clay loam,Fine,no-till,crop,2021,1,B,2,8-1-B-2021,,574.9,,1.035101504,,,,3,,,,84,62.9
8,cover crop,Mid,Lake Erie East,silty clay loam,Fine,no-till,crop,2021,1,B,3,8-1-B-2021,,561,,1.210636887,,,,3.2,,,,77,61.7
8,cover crop,Lower,Lake Erie East,silty clay loam,Fine,no-till,crop,2021,1,C,1,8-1-C-2021,,646.7,,1.278900647,,,,3.6,,,,105,59.2
8,cover crop,Lower,Lake Erie East,silty clay loam,Fine,no-till,crop,2021,1,C,2,8-1-C-2021,,644.9,,1.166056472,,,,4.1,,,,119,61.7
8,cover crop,Lower,Lake Erie East,silty clay loam,Fine,no-till,crop,2021,1,C,3,8-1-C-2021,,645.2,,1.270541819,,,,2.8,,,,94.5,62.9
8,control,Upper,Lake Erie East,silty clay loam,Fine,no-till,crop,2021,2,A,1,8-2-A-2021,,647.2,,1.251037888,,,,2.8,,,,49,54.6
8,control,Upper,Lake Erie East,silty clay loam,Fine,no-till,crop,2021,2,A,2,8-2-A-2021,,503.2,,1.261486422,,,,3,,,,66.5,55
8,control,Upper,Lake Erie East,silty clay loam,Fine,no-till,crop,2021,2,A,3,8-2-A-2021,,503.4,,1.166753041,,,,2.6,,,,45.5,55.8
8,control,Mid,Lake Erie East,silty clay loam,Fine,no-till,crop,2021,2,B,1,8-2-B-2021,,640.6,,1.053908866,,,,2.6,,,,84,59.2
8,control,Mid,Lake Erie East,silty clay loam,Fine,no-till,crop,2021,2,B,2,8-2-B-2021,,645.9,,1.214816301,,,,3.2,,,,101.5,62.9
8,control,Mid,Lake Erie East,silty clay loam,Fine,no-till,crop,2021,2,B,3,8-2-B-2021,,565.4,,1.285169768,,,,2.8,,,,73.5,60.5
8,control,Lower,Lake Erie East,silty clay loam,Fine,no-till,crop,2021,2,C,1,8-2-C-2021,,643.6,,1.315818803,,,,3.2,,,,70,60.3
8,control,Lower,Lake Erie East,silty clay loam,Fine,no-till,crop,2021,2,C,2,8-2-C-2021,,641.8,,1.351343821,,,,3,,,,91,60.5
8,control,Lower,Lake Erie East,silty clay loam,Fine,no-till,crop,2021,2,C,3,8-2-C-2021,,632.1,,1.248948181,,,,2.4,,,,77,55.8
8,cover crop,Upper,Lake Erie East,silty clay loam,Fine,no-till,crop,2021,3,A,1,8-3-A-2021,,394.2,,1.285169768,,,,2.4,,,,84,60.3
8,cover crop,Upper,Lake Erie East,silty clay loam,Fine,no-till,crop,2021,3,A,2,8-3-A-2021,,357.3,,1.186256973,,,,2.8,,,,73.5,60.3
8,cover crop,Upper,Lake Erie East,silty clay loam,Fine,no-till,crop,2021,3,A,3,8-3-A-2021,,428.1,,1.303280561,,,,2.2,,,,52.5,60.3
8,cover crop,Mid,Lake Erie East,silty clay loam,Fine,no-till,crop,2021,3,B,1,8-3-B-2021,,588.8,,1.085254471,,,,3.4,,,,136.5,63.3
8,cover crop,Mid,Lake Erie East,silty clay loam,Fine,no-till,crop,2021,3,B,2,8-3-B-2021,,600.9,,1.202974628,,,,3.4,,,,133,64.5
8,cover crop,Mid,Lake Erie East,silty clay loam,Fine,no-till,crop,2021,3,B,3,8-3-B-2021,,705.9,,1.286562906,,,,3,,,,143.5,64.5
8,cover crop,Lower,Lake Erie East,silty clay loam,Fine,no-till,crop,2021,3,C,1,8-3-C-2021,,708.2,,1.168842748,,,,2.4,,,,140,63.3
8,cover crop,Lower,Lake Erie East,silty clay loam,Fine,no-till,crop,2021,3,C,2,8-3-C-2021,,690.3,,1.261486422,,,,3,,,,126,60.5
8,cover crop,Lower,Lake Erie East,silty clay loam,Fine,no-till,crop,2021,3,C,3,8-3-C-2021,,737.3,,1.271238388,,,,3.2,,,,136.5,65.8
8,cover crop,Upper,Lake Erie East,silty clay loam,Fine,no-till,crop,2021,4,A,1,8-4-A-2021,,672.7,,1.299797716,,,,3.2,,,,73.5,59.8
8,cover crop,Upper,Lake Erie East,silty clay loam,Fine,no-till,crop,2021,4,A,2,8-4-A-2021,,592.7,,1.144462834,,,,3.4,,,,70,61.7
8,cover crop,Upper,Lake Erie East,silty clay loam,Fine,no-till,crop,2021,4,A,3,8-4-A-2021,,671.1,,1.068536815,,,,3.2,,,,80.5,62.9
8,cover crop,Mid,Lake Erie East,silty clay loam,Fine,no-till,crop,2021,4,B,1,8-4-B-2021,,627.1,,1.231533956,,,,3.8,,,,168,64.7
8,cover crop,Mid,Lake Erie East,silty clay loam,Fine,no-till,crop,2021,4,B,2,8-4-B-2021,,664,,1.275417802,,,,3.4,,,,136.5,62.9
8,cover crop,Mid,Lake Erie East,silty clay loam,Fine,no-till,crop,2021,4,B,3,8-4-B-2021,,637.9,,1.248251612,,,,3.6,,,,140,64.7
8,cover crop,Lower,Lake Erie East,silty clay loam,Fine,no-till,crop,2021,4,C,1,8-4-C-2021,,736.1,,1.246858474,,,,3.6,,,,143.5,64.5
8,cover crop,Lower,Lake Erie East,silty clay loam,Fine,no-till,crop,2021,4,C,2,8-4-C-2021,,718.5,,1.377813442,,,,2.6,,,,119,64.5
8,cover crop,Lower,Lake Erie East,silty clay loam,Fine,no-till,crop,2021,4,C,3,8-4-C-2021,,734.1,,1.213423163,,,,2.6,,,,129.5,65.8
9,control,Mid,Lake Erie East,sandy loam,Coarse,reduced,crop,2021,1,A,1,9-1-A-2021,,352.8,,1.408462477,,,,3.2,,,,26.25,47.6
9,control,Mid,Lake Erie East,sandy loam,Coarse,reduced,crop,2021,1,A,2,9-1-A-2021,,423.7,,1.30397713,,,,3,,,,21,46.4
9,control,Mid,Lake Erie East,sandy loam,Coarse,reduced,crop,2021,1,A,3,9-1-A-2021,,427.9,,1.368061476,,,,2.8,,,,19.25,48.9
9,control,Lower,Lake Erie East,sandy loam,Coarse,reduced,crop,2021,1,B,1,9-1-B-2021,,558.8,,1.378510011,,,,4.3,,,,49,54.6
9,control,Lower,Lake Erie East,sandy loam,Coarse,reduced,crop,2021,1,B,2,9-1-B-2021,,576.9,,1.400800218,,,,4.1,,,,52.5,59
9,control,Lower,Lake Erie East,sandy loam,Coarse,reduced,crop,2021,1,B,3,9-1-B-2021,,505.4,,1.355523235,,,,4.3,,,,57.75,65.8
9,control,Upper,Lake Erie East,sandy loam,Coarse,reduced,crop,2021,1,C,1,9-1-C-2021,,570.7,,1.40637277,,,,3.4,,,,38.5,51.7
9,control,Upper,Lake Erie East,sandy loam,Coarse,reduced,crop,2021,1,C,2,9-1-C-2021,,432.5,,1.473243392,,,,3.2,,,,70,49.3
9,control,Upper,Lake Erie East,sandy loam,Coarse,reduced,crop,2021,1,C,3,9-1-C-2021,,362,,1.516430669,,,,3.2,,,,87.5,48.9
9,cover crop,Mid,Lake Erie East,sandy loam,Coarse,reduced,crop,2021,2,A,1,9-2-A-2021,,368.1,,1.369454614,,,,3.8,,,,36.75,44.8
9,cover crop,Mid,Lake Erie East,sandy loam,Coarse,reduced,crop,2021,2,A,2,9-2-A-2021,,439.2,,1.204367766,,,,3.8,,,,52.5,50.5
9,cover crop,Mid,Lake Erie East,sandy loam,Coarse,reduced,crop,2021,2,A,3,9-2-A-2021,,360,,1.230140818,,,,3,,,,17.5,47.6
9,cover crop,Lower,Lake Erie East,sandy loam,Coarse,reduced,crop,2021,2,B,1,9-2-B-2021,,423.7,,1.421000719,,,,3.6,,,,33.25,51.9
9,cover crop,Lower,Lake Erie East,sandy loam,Coarse,reduced,crop,2021,2,B,2,9-2-B-2021,,581.3,,1.377813442,,,,3.4,,,,43.75,58.7
9,cover crop,Lower,Lake Erie East,sandy loam,Coarse,reduced,crop,2021,2,B,3,9-2-B-2021,,508.1,,1.499016445,,,,2.6,,,,43.75,59
9,cover crop,Upper,Lake Erie East,sandy loam,Coarse,reduced,crop,2021,2,C,1,9-2-C-2021,,597,,1.330446751,,,,2.6,,,,45.5,51.9
9,cover crop,Upper,Lake Erie East,sandy loam,Coarse,reduced,crop,2021,2,C,2,9-2-C-2021,,592.8,,1.475333099,,,,2.8,,,,29.75,51.7
9,cover crop,Upper,Lake Erie East,sandy loam,Coarse,reduced,crop,2021,2,C,3,9-2-C-2021,,578.8,,1.383385994,,,,3.4,,,,24.5,51.9
9,cover crop,Mid,Lake Erie East,sandy loam,Coarse,reduced,crop,2021,3,A,1,9-3-A-2021,,501.6,,1.396620805,,,,2.4,,,,85.75,53.4
9,cover crop,Mid,Lake Erie East,sandy loam,Coarse,reduced,crop,2021,3,A,2,9-3-A-2021,,355,,1.404283063,,,,3,,,,94.5,56.2
9,cover crop,Mid,Lake Erie East,sandy loam,Coarse,reduced,crop,2021,3,A,3,9-3-A-2021,,348.2,,1.533148325,,,,2.6,,,,78.75,51.9
9,cover crop,Lower,Lake Erie East,sandy loam,Coarse,reduced,crop,2021,3,B,1,9-3-B-2021,,285.9,,1.434932098,,,,2.4,,,,82.25,52.1
9,cover crop,Lower,Lake Erie East,sandy loam,Coarse,reduced,crop,2021,3,B,2,9-3-B-2021,,420.1,,1.374330597,,,,3.4,,,,112,57.4
9,cover crop,Lower,Lake Erie East,sandy loam,Coarse,reduced,crop,2021,3,B,3,9-3-B-2021,,282.2,,1.376420304,,,,2.6,,,,96.25,55.8
9,cover crop,Upper,Lake Erie East,sandy loam,Coarse,reduced,crop,2021,3,C,1,9-3-C-2021,,278.2,,1.44747034,,,,2.8,,,,66.5,55.8
9,cover crop,Upper,Lake Erie East,sandy loam,Coarse,reduced,crop,2021,3,C,2,9-3-C-2021,,354.3,,1.533148325,,,,2.1,,,,64.75,45.1
9,cover crop,Upper,Lake Erie East,sandy loam,Coarse,reduced,crop,2021,3,C,3,9-3-C-2021,,281.5,,1.326267338,,,,2.2,,,,64.75,47.7
10,organics,Upper,Lake Erie East,sand,Coarse,reduced,crop,2021,1,A,1,10-1-A-2021,,214.2,,1.138193713,,,,2.1,,,,47.25,42.2
10,organics,Upper,Lake Erie East,sand,Coarse,reduced,crop,2021,1,A,2,10-1-A-2021,,209,,1.088737315,,,,1.3,,,,42,41.8
10,organics,Upper,Lake Erie East,sand,Coarse,reduced,crop,2021,1,A,3,10-1-A-2021,,210.9,,1.229444249,,,,1.1,,,,38.5,40.6
10,organics,Lower,Lake Erie East,sand,Coarse,reduced,crop,2021,1,B,1,10-1-B-2021,,426.4,,1.062267694,,,,2.2,,,,84,54.6
10,organics,Lower,Lake Erie East,sand,Coarse,reduced,crop,2021,1,B,2,10-1-B-2021,,498,,0.951513226,,,,3.8,,,,105,62.9
10,organics,Lower,Lake Erie East,sand,Coarse,reduced,crop,2021,1,B,3,10-1-B-2021,,419.6,,1.213423163,,,,2.8,,,,94.5,56.2
10,organics,Mid,Lake Erie East,sand,Coarse,reduced,crop,2021,1,C,1,10-1-C-2021,,421.5,,1.108241247,,,,2.2,,,,66.5,49.1
10,organics,Mid,Lake Erie East,sand,Coarse,reduced,crop,2021,1,C,2,10-1-C-2021,,287.7,,1.0239564,,,,1.7,,,,50.75,44.8
10,organics,Mid,Lake Erie East,sand,Coarse,reduced,crop,2021,1,C,3,10-1-C-2021,,214.8,,1.214119732,,,,1.9,,,,42,46.4
10,combination,Upper,Lake Erie East,sand,Coarse,reduced,crop,2021,2,A,1,10-2-A-2021,,215.1,,0.985645106,,,,1.3,,,,36.75,42.2
10,combination,Upper,Lake Erie East,sand,Coarse,reduced,crop,2021,2,A,2,10-2-A-2021,,215.6,,1.321391355,,,,1.9,,,,45.5,45
10,combination,Upper,Lake Erie East,sand,Coarse,reduced,crop,2021,2,A,3,10-2-A-2021,,215.9,,1.130531454,,,,1.7,,,,38.5,45.1
10,combination,Lower,Lake Erie East,sand,Coarse,reduced,crop,2021,2,B,1,10-2-B-2021,,430.5,,1.388958546,,,,2.2,,,,38.5,54.6
10,combination,Lower,Lake Erie East,sand,Coarse,reduced,crop,2021,2,B,2,10-2-B-2021,,490.7,,1.045550039,,,,3.2,,,,101.5,54.6
10,combination,Lower,Lake Erie East,sand,Coarse,reduced,crop,2021,2,B,3,10-2-B-2021,,431.7,,1.171629024,,,,2.2,,,,89.25,54.6
10,combination,Mid,Lake Erie East,sand,Coarse,reduced,crop,2021,2,C,1,10-2-C-2021,,431,,1.300494285,,,,2.4,,,,71.75,53.2
10,combination,Mid,Lake Erie East,sand,Coarse,reduced,crop,2021,2,C,2,10-2-C-2021,,360,,1.161877058,,,,2.6,,,,56,45.1
10,combination,Mid,Lake Erie East,sand,Coarse,reduced,crop,2021,2,C,3,10-2-C-2021,,429.9,,1.000969624,,,,1.9,,,,73.5,53.2
10,control,Upper,Lake Erie East,sand,Coarse,reduced,crop,2021,3,A,1,10-3-A-2021,,286.9,,1.270541819,,,,1.9,,,,47.25,42.2
10,control,Upper,Lake Erie East,sand,Coarse,reduced,crop,2021,3,A,2,10-3-A-2021,,416.7,,1.20158149,,,,2.2,,,,64.75,49.1
10,control,Upper,Lake Erie East,sand,Coarse,reduced,crop,2021,3,A,3,10-3-A-2021,,286.5,,1.097096143,,,,2.2,,,,50.75,44.6
10,control,Lower,Lake Erie East,sand,Coarse,reduced,crop,2021,3,B,1,10-3-B-2021,,359.7,,1.230837387,,,,2.4,,,,68.25,47.7
10,control,Lower,Lake Erie East,sand,Coarse,reduced,crop,2021,3,B,2,10-3-B-2021,,359.4,,1.004452469,,,,1.9,,,,71.75,49.3
10,control,Lower,Lake Erie East,sand,Coarse,reduced,crop,2021,3,B,3,10-3-B-2021,,427.7,,1.093613298,,,,2.1,,,,70,51.7
10,control,Mid,Lake Erie East,sand,Coarse,reduced,crop,2021,3,C,1,10-3-C-2021,,497.6,,1.082468195,,,,2.1,,,,71.75,47.7
10,control,Mid,Lake Erie East,sand,Coarse,reduced,crop,2021,3,C,2,10-3-C-2021,,352.9,,1.089433884,,,,2.1,,,,64.75,44.8
10,control,Mid,Lake Erie East,sand,Coarse,reduced,crop,2021,3,C,3,10-3-C-2021,,429.8,,1.132621161,,,,1.7,,,,66.5,45
10,cover crop,Upper,Lake Erie East,sand,Coarse,reduced,crop,2021,4,A,1,10-4-A-2021,,282.7,,1.315818803,,,,2.1,,,,59.5,42.2
10,cover crop,Upper,Lake Erie East,sand,Coarse,reduced,crop,2021,4,A,2,10-4-A-2021,,283.6,,1.156304507,,,,1.5,,,,47.25,47.6
10,cover crop,Upper,Lake Erie East,sand,Coarse,reduced,crop,2021,4,A,3,10-4-A-2021,,213.1,,1.154911369,,,,2.2,,,,42,45
10,cover crop,Lower,Lake Erie East,sand,Coarse,reduced,crop,2021,4,B,1,10-4-B-2021,,424.2,,1.377813442,,,,2.2,,,,89.25,53.4
10,cover crop,Lower,Lake Erie East,sand,Coarse,reduced,crop,2021,4,B,2,10-4-B-2021,,424.9,,1.158394213,,,,3.4,,,,106.75,58.7
10,cover crop,Lower,Lake Erie East,sand,Coarse,reduced,crop,2021,4,B,3,10-4-B-2021,,429.4,,0.914595071,,,,4,,,,103.25,59
10,cover crop,Mid,Lake Erie East,sand,Coarse,reduced,crop,2021,4,C,1,10-4-C-2021,,431,,1.204367766,,,,2.6,,,,82.25,53.4
10,cover crop,Mid,Lake Erie East,sand,Coarse,reduced,crop,2021,4,C,2,10-4-C-2021,,359.4,,1.286562906,,,,2.4,,,,66.5,49.3
10,cover crop,Mid,Lake Erie East,sand,Coarse,reduced,crop,2021,4,C,3,10-4-C-2021,,430.3,,1.089433884,,,,2.8,,,,75.25,56.2
11,control,Lower,Western,silt loam,Medium,zone,crop,2021,1,A,1,11-1-A-2021,,498.2,,1.450953185,,,,4,,,,106.75,59
11,control,Lower,Western,silt loam,Medium,zone,crop,2021,1,A,2,11-1-A-2021,,498.2,,1.574942463,,,,4,,,,115.5,60.3
11,control,Lower,Western,silt loam,Medium,zone,crop,2021,1,A,3,11-1-A-2021,,502.2,,1.469063978,,,,4,,,,119,60.5
11,control,Mid,Western,silt loam,Medium,zone,crop,2021,1,B,1,11-1-B-2021,,417.3,,1.251734457,,,,3.2,,,,66.5,57.6
11,control,Mid,Western,silt loam,Medium,zone,crop,2021,1,B,2,11-1-B-2021,,428.7,,1.38617227,,,,3.6,,,,85.75,55
11,control,Mid,Western,silt loam,Medium,zone,crop,2021,1,B,3,11-1-B-2021,,492.4,,1.369454614,,,,3.6,,,,87.5,62.9
11,control,Upper,Western,silt loam,Medium,zone,crop,2021,1,C,1,11-1-C-2021,,567.8,,1.387565408,,,,3.6,,,,85.75,59.2
11,control,Upper,Western,silt loam,Medium,zone,crop,2021,1,C,2,11-1-C-2021,,428.4,,1.294921734,,,,3.4,,,,82.25,54.6
11,control,Upper,Western,silt loam,Medium,zone,crop,2021,1,C,3,11-1-C-2021,,501,,1.46140172,,,,3.6,,,,87.5,58.7
11,organics,Lower,Western,silt loam,Medium,zone,crop,2021,2,A,1,11-2-A-2021,,569.4,,1.263576129,,,,4.3,,,,119,59
11,organics,Lower,Western,silt loam,Medium,zone,crop,2021,2,A,2,11-2-A-2021,,646.2,,1.519913514,,,,4.3,,,,122.5,58.7
11,organics,Lower,Western,silt loam,Medium,zone,crop,2021,2,A,3,11-2-A-2021,,565.6,,1.312335958,,,,3.6,,,,122.5,64.5
11,organics,Mid,Western,silt loam,Medium,zone,crop,2021,2,B,1,11-2-B-2021,,498.4,,1.368061476,,,,3.4,,,,78.75,57.6
11,organics,Mid,Western,silt loam,Medium,zone,crop,2021,2,B,2,11-2-B-2021,,493.9,,1.436325236,,,,3.4,,,,75.25,57.6
11,organics,Mid,Western,silt loam,Medium,zone,crop,2021,2,B,3,11-2-B-2021,,571.7,,1.353433528,,,,3.6,,,,94.5,62.9
11,organics,Upper,Western,silt loam,Medium,zone,crop,2021,2,C,1,11-2-C-2021,,498,,1.304673699,,,,3.6,,,,78.75,55.8
11,organics,Upper,Western,silt loam,Medium,zone,crop,2021,2,C,2,11-2-C-2021,,645.4,,1.469063978,,,,3.8,,,,80.5,58.7
11,organics,Upper,Western,silt loam,Medium,zone,crop,2021,2,C,3,11-2-C-2021,,497.6,,1.263576129,,,,3.6,,,,66.5,52.1
11,combination,Lower,Western,silt loam,Medium,zone,crop,2021,3,A,1,11-3-A-2021,,355.2,,1.456525737,,,,4.5,,,,122.5,64.5
11,combination,Lower,Western,silt loam,Medium,zone,crop,2021,3,A,2,11-3-A-2021,,286.1,,1.279597216,,,,4.5,,,,112,58.7
11,combination,Lower,Western,silt loam,Medium,zone,crop,2021,3,A,3,11-3-A-2021,,349.4,,1.283080061,,,,4.5,,,,122.5,55.8
11,combination,Mid,Western,silt loam,Medium,zone,crop,2021,3,B,1,11-3-B-2021,,567.2,,1.306066837,,,,3.4,,,,73.5,57.6
11,combination,Mid,Western,silt loam,Medium,zone,crop,2021,3,B,2,11-3-B-2021,,499.8,,1.410552184,,,,3.4,,,,71.75,55.8
11,combination,Mid,Western,silt loam,Medium,zone,crop,2021,3,B,3,11-3-B-2021,,499,,1.22247856,,,,3.6,,,,82.25,59
11,combination,Upper,Western,silt loam,Medium,zone,crop,2021,3,C,1,11-3-C-2021,,576,,1.5157341,,,,3,,,,71.75,58.7
11,combination,Upper,Western,silt loam,Medium,zone,crop,2021,3,C,2,11-3-C-2021,,560.7,,1.212030025,,,,3,,,,50.75,55.8
11,combination,Upper,Western,silt loam,Medium,zone,crop,2021,3,C,3,11-3-C-2021,,430.4,,1.348557545,,,,3.2,,,,78.75,60.5
11,cover crop,Lower,Western,silt loam,Medium,zone,crop,2021,4,A,1,11-4-A-2021,,490.3,,1.404283063,,,,4.7,,,,119,57.4
11,cover crop,Lower,Western,silt loam,Medium,zone,crop,2021,4,A,2,11-4-A-2021,,485.7,,1.358309511,,,,4.3,,,,157.5,60.5
11,cover crop,Lower,Western,silt loam,Medium,zone,crop,2021,4,A,3,11-4-A-2021,,430.1,,1.349950683,,,,4.3,,,,150.5,57.4
11,cover crop,Mid,Western,silt loam,Medium,zone,crop,2021,4,B,1,11-4-B-2021,,428.9,,1.196008938,,,,3.4,,,,73.5,56.2
11,cover crop,Mid,Western,silt loam,Medium,zone,crop,2021,4,B,2,11-4-B-2021,,490.7,,1.373634028,,,,3.2,,,,85.75,57.4
11,cover crop,Mid,Western,silt loam,Medium,zone,crop,2021,4,B,3,11-4-B-2021,,355.2,,1.323481062,,,,2.4,,,,87.5,63.1
11,cover crop,Upper,Western,silt loam,Medium,zone,crop,2021,4,C,1,11-4-C-2021,,568,,1.329053614,,,,2.1,,,,61.25,56.2
11,cover crop,Upper,Western,silt loam,Medium,zone,crop,2021,4,C,2,11-4-C-2021,,347.9,,1.463491427,,,,3.2,,,,66.5,55
11,cover crop,Upper,Western,silt loam,Medium,zone,crop,2021,4,C,3,11-4-C-2021,,498.8,,1.269148681,,,,3.6,,,,91,60.5
12,cover crop,Lower,Western,sandy loam,Coarse,reduced,crop,2021,1,A,1,12-1-A-2021,,514.7,,1.274721233,,,,3.7,,,,101.5,70.2
12,cover crop,Lower,Western,sandy loam,Coarse,reduced,crop,2021,1,A,2,12-1-A-2021,,502.6,,1.176505007,,,,3.5,,,,96.25,66
12,cover crop,Lower,Western,sandy loam,Coarse,reduced,crop,2021,1,A,3,12-1-A-2021,,510.7,,1.112420661,,,,3.5,,,,89.25,63.1
12,cover crop,Upper,Western,sandy loam,Coarse,reduced,crop,2021,1,B,1,12-1-B-2021,,409.7,,1.252431026,,,,3,,,,45.5,60.3
12,cover crop,Upper,Western,sandy loam,Coarse,reduced,crop,2021,1,B,2,12-1-B-2021,,573.1,,1.292832027,,,,3,,,,36.75,50.5
12,cover crop,Upper,Western,sandy loam,Coarse,reduced,crop,2021,1,B,3,12-1-B-2021,,420.1,,1.319998217,,,,2.7,,,,43.75,59.2
12,cover crop,Mid,Western,sandy loam,Coarse,reduced,crop,2021,1,C,1,12-1-C-2021,,420.2,,1.38617227,,,,2.5,,,,42,60.3
12,cover crop,Mid,Western,sandy loam,Coarse,reduced,crop,2021,1,C,2,12-1-C-2021,,428.4,,1.342288424,,,,2.5,,,,26.25,60.5
12,cover crop,Mid,Western,sandy loam,Coarse,reduced,crop,2021,1,C,3,12-1-C-2021,,358.7,,1.237106508,,,,2.5,,,,36.75,63.1
12,control,Lower,Western,sandy loam,Coarse,reduced,crop,2021,2,A,1,12-2-A-2021,,341,,1.225961405,,,,3.2,,,,70,60.3
12,control,Lower,Western,sandy loam,Coarse,reduced,crop,2021,2,A,2,12-2-A-2021,,333.1,,1.212030025,,,,3,,,,73.5,62.9
12,control,Lower,Western,sandy loam,Coarse,reduced,crop,2021,2,A,3,12-2-A-2021,,402.5,,1.168146179,,,,3,,,,71.75,61.7
12,control,Upper,Western,sandy loam,Coarse,reduced,crop,2021,2,B,1,12-2-B-2021,,409.2,,1.373634028,,,,2.7,,,,66.5,60.3
12,control,Upper,Western,sandy loam,Coarse,reduced,crop,2021,2,B,2,12-2-B-2021,,599,,1.33810901,,,,3,,,,56,58.7
12,control,Upper,Western,sandy loam,Coarse,reduced,crop,2021,2,B,3,12-2-B-2021,,588.2,,1.207850611,,,,3,,,,56,60.5
12,control,Mid,Western,sandy loam,Coarse,reduced,crop,2021,2,C,1,12-2-C-2021,,574.2,,1.356219804,,,,2.2,,,,31.5,57.4
12,control,Mid,Western,sandy loam,Coarse,reduced,crop,2021,2,C,2,12-2-C-2021,,514.7,,1.161180489,,,,2.2,,,,49,57.6
